station,valid, tmpf ,  dwpf ,  relh ,  drct ,  sped ,  mslp ,  p01i ,  vsby ,  presentwx
CMI,2016-02-18 07:53,32.00,28.04,85.12,130.00,12.7,1029.20,0.00,4.00,BR
CMI,2016-02-18 08:53,35.06,30.02,81.65,130.00,15.0,1029.30,0.00,5.00,HZ
CMI,2016-02-18 09:53,37.94,30.92,75.58,130.00,15.0,1029.00,0.00,6.00,HZ
CMI,2016-02-18 10:53,39.92,32.00,73.08,140.00,18.4,1028.30,0.00,7.00,M
CMI,2016-02-18 11:53,42.98,33.98,70.30,150.00,23.0,1026.60,0.00,8.00,M
CMI,2016-02-18 12:53,44.06,33.98,67.45,140.00,23.0,1025.60,0.00,8.00,M
CMI,2016-02-18 13:53,44.96,33.98,65.18,140.00,21.9,1023.80,0.00,9.00,M
CMI,2016-02-18 14:53,44.96,33.98,65.18,130.00,26.5,1022.40,0.00,9.00,M
CMI,2016-02-18 15:53,44.96,35.06,68.05,130.00,21.9,1020.60,0.00,9.00,M
CMI,2016-02-18 16:53,42.98,33.98,70.30,130.00,20.7,1019.20,0.00,8.00,M
CMI,2016-02-18 17:53,41.00,33.08,73.19,130.00,18.4,1018.50,0.00,10.00,M
CMI,2016-02-18 18:53,42.98,33.08,67.81,140.00,23.0,1017.20,0.00,10.00,M
CMI,2016-02-18 19:53,42.08,33.08,70.20,140.00,20.7,1017.00,0.00,10.00,M
CMI,2016-02-18 20:53,42.08,33.08,70.20,150.00,24.2,1016.00,0.00,10.00,M
CMI,2016-02-18 21:53,42.08,33.98,72.78,140.00,18.4,1015.70,0.00,10.00,M
CMI,2016-02-18 22:53,42.98,33.98,70.30,140.00,19.6,1014.90,0.00,10.00,M
CMI,2016-02-18 23:53,42.98,33.98,70.30,140.00,19.6,1013.90,0.00,10.00,M
CMI,2016-02-19 00:53,44.96,33.98,65.18,150.00,21.9,1012.30,0.00,10.00,M
CMI,2016-02-19 01:53,44.96,33.98,65.18,160.00,25.3,1011.50,0.00,10.00,M
CMI,2016-02-19 02:53,44.06,35.06,70.42,160.00,17.3,1010.70,0.00,10.00,M
CMI,2016-02-19 03:53,44.96,35.96,70.52,160.00,20.7,1009.40,0.00,10.00,M
CMI,2016-02-19 04:53,44.96,35.96,70.52,160.00,20.7,1008.70,0.00,10.00,M
CMI,2016-02-19 05:53,46.04,37.04,70.64,170.00,23.0,1007.90,0.00,10.00,M
CMI,2016-02-19 06:53,46.94,37.94,70.74,170.00,19.6,1008.00,0.00,10.00,M
CMI,2016-02-19 07:53,50.00,39.02,65.80,180.00,25.3,1007.70,0.00,10.00,M
CMI,2016-02-19 08:53,53.06,41.00,63.47,190.00,32.2,1007.20,0.00,10.00,M
CMI,2016-02-19 09:53,55.04,42.98,63.72,190.00,28.8,1007.40,0.00,10.00,M
CMI,2016-02-19 10:53,57.02,44.96,63.97,200.00,32.2,1007.60,0.00,10.00,M
CMI,2016-02-19 11:53,60.98,48.02,62.33,210.00,35.7,1006.90,0.00,10.00,M
CMI,2016-02-19 12:53,62.96,50.00,62.58,220.00,26.5,1007.80,0.00,10.00,M
CMI,2016-02-19 13:53,64.04,39.92,41.06,260.00,26.5,1008.30,0.00,10.00,M
CMI,2016-02-19 14:53,62.96,37.94,39.47,250.00,28.8,1009.00,0.00,10.00,M
CMI,2016-02-19 15:53,62.06,39.02,42.51,250.00,25.3,1009.40,0.00,10.00,M
CMI,2016-02-19 16:53,57.02,39.02,50.88,240.00,21.9,1011.00,0.00,10.00,M
CMI,2016-02-19 17:53,51.08,37.04,58.49,240.00,13.8,1012.20,0.00,10.00,M
CMI,2016-02-19 18:53,46.94,37.04,68.28,240.00,12.7,1013.70,0.00,10.00,M
CMI,2016-02-19 19:53,44.06,35.96,72.98,230.00,10.4,1014.60,0.00,10.00,M
CMI,2016-02-19 20:53,42.98,35.96,76.06,220.00,12.7,1015.20,0.00,10.00,M
CMI,2016-02-19 21:53,44.06,35.06,70.42,210.00,13.8,1015.50,0.00,10.00,M
CMI,2016-02-19 22:53,42.08,33.98,72.78,220.00,12.7,1015.70,0.00,10.00,M
CMI,2016-02-19 23:53,41.00,32.00,70.08,240.00,9.2,1015.70,0.00,10.00,M
CMI,2016-02-20 00:53,39.92,30.92,69.96,260.00,3.5,1015.30,0.00,10.00,M
CMI,2016-02-20 01:53,37.04,30.02,75.50,190.00,12.7,1014.90,0.00,10.00,M
CMI,2016-02-20 02:53,37.04,30.92,78.31,200.00,11.5,1014.50,0.00,10.00,M
CMI,2016-02-20 03:53,37.04,30.02,75.50,200.00,11.5,1014.10,0.00,10.00,M
CMI,2016-02-20 04:53,37.04,30.02,75.50,200.00,12.7,1013.90,0.00,10.00,M
CMI,2016-02-20 05:53,35.96,30.92,81.72,200.00,10.4,1014.20,0.00,10.00,M
CMI,2016-02-20 06:53,39.02,33.08,79.05,200.00,11.5,1014.60,0.00,10.00,M
CMI,2016-02-20 07:53,44.06,35.96,72.98,200.00,9.2,1015.10,0.00,10.00,M
CMI,2016-02-20 08:53,51.98,37.94,58.62,220.00,13.8,1015.00,0.00,10.00,M
CMI,2016-02-20 09:53,57.92,37.94,47.22,250.00,15.0,1015.00,0.00,10.00,M
CMI,2016-02-20 10:53,62.06,33.08,33.60,270.00,15.0,1014.90,0.00,10.00,M
CMI,2016-02-20 11:53,64.04,35.06,33.92,250.00,15.0,1014.50,0.00,10.00,M
CMI,2016-02-20 12:53,66.92,35.06,30.68,260.00,15.0,1013.60,0.00,10.00,M
CMI,2016-02-20 13:53,68.00,35.96,30.64,230.00,12.7,1013.10,0.00,10.00,M
CMI,2016-02-20 14:53,69.98,35.06,27.62,250.00,11.5,1012.90,0.00,10.00,M
CMI,2016-02-20 15:53,69.08,33.98,27.29,280.00,10.4,1013.20,0.00,10.00,M
CMI,2016-02-20 16:53,64.04,41.00,42.82,250.00,4.6,1013.80,0.00,10.00,M
CMI,2016-02-20 17:53,60.08,39.92,47.22,250.00,5.8,1014.30,0.00,10.00,M
CMI,2016-02-20 18:53,51.08,37.94,60.60,0.00,0.0,1014.60,0.00,10.00,M
CMI,2016-02-20 19:53,51.08,37.94,60.60,340.00,4.6,1014.70,0.00,10.00,M
CMI,2016-02-20 20:53,46.94,35.96,65.43,360.00,15.0,1014.40,0.00,10.00,M
CMI,2016-02-20 21:53,46.94,35.96,65.43,10.00,11.5,1014.40,0.00,10.00,M
CMI,2016-02-20 22:53,48.92,37.94,65.67,10.00,17.3,1014.20,0.00,10.00,M
CMI,2016-02-20 23:53,46.04,35.96,67.69,360.00,17.3,1014.10,0.00,10.00,M
CMI,2016-02-21 00:53,44.06,35.96,72.98,360.00,10.4,1014.80,0.00,10.00,M
CMI,2016-02-21 01:53,42.98,35.06,73.39,50.00,5.8,1015.20,0.00,10.00,M
CMI,2016-02-21 02:53,41.00,33.98,75.88,20.00,10.4,1015.00,0.00,10.00,M
CMI,2016-02-21 03:53,39.02,33.08,79.05,40.00,8.1,1015.00,0.00,10.00,M
CMI,2016-02-21 04:53,37.94,33.08,82.46,30.00,10.4,1015.80,0.00,10.00,M
CMI,2016-02-21 05:53,37.04,32.00,81.80,20.00,11.5,1016.60,0.00,10.00,M
CMI,2016-02-21 06:53,35.96,30.92,81.72,20.00,9.2,1017.10,0.00,10.00,M
CMI,2016-02-21 07:53,39.02,33.08,79.05,40.00,12.7,1017.50,0.00,10.00,M
CMI,2016-02-21 08:53,42.98,33.08,67.81,40.00,10.4,1017.40,0.00,10.00,M
CMI,2016-02-21 09:53,46.04,33.98,62.56,30.00,12.7,1018.00,0.00,10.00,M
CMI,2016-02-21 10:53,48.92,35.06,58.61,20.00,12.7,1018.10,0.00,10.00,M
CMI,2016-02-21 11:53,51.08,35.96,56.05,10.00,10.4,1018.10,0.00,10.00,M
CMI,2016-02-21 12:53,53.06,37.04,54.38,350.00,11.5,1017.70,0.00,10.00,M
CMI,2016-02-21 13:53,51.08,37.94,60.60,360.00,16.1,1017.70,0.00,10.00,M
CMI,2016-02-21 14:15,50.00,37.94,63.08,360.00,18.4,M,0.00,10.00,M
CMI,2016-02-21 14:53,46.94,37.04,68.28,360.00,16.1,1018.70,0.00,10.00,M
CMI,2016-02-21 15:53,46.94,37.04,68.28,360.00,17.3,1019.40,0.00,10.00,M
CMI,2016-02-21 16:53,44.06,35.06,70.42,10.00,16.1,1019.70,0.00,10.00,M
CMI,2016-02-21 17:53,42.98,35.96,76.06,330.00,10.4,1020.60,0.00,10.00,M
CMI,2016-02-21 18:53,42.98,35.06,73.39,360.00,11.5,1021.20,0.00,10.00,M
CMI,2016-02-21 19:53,41.00,33.98,75.88,30.00,11.5,1021.70,0.00,10.00,M
CMI,2016-02-21 20:53,39.02,32.00,75.69,30.00,10.4,1021.90,0.00,10.00,M
CMI,2016-02-21 21:53,37.04,30.92,78.31,30.00,11.5,1022.10,0.00,10.00,M
CMI,2016-02-21 22:53,35.06,30.02,81.65,30.00,8.1,1022.30,0.00,10.00,M
CMI,2016-02-21 23:53,35.06,30.02,81.65,10.00,10.4,1022.70,0.00,10.00,M
CMI,2016-02-22 00:53,35.06,28.94,78.13,20.00,10.4,1022.60,0.00,10.00,M
CMI,2016-02-22 01:53,33.98,28.94,81.57,20.00,9.2,1022.30,0.00,10.00,M
CMI,2016-02-22 02:53,33.08,28.04,81.50,30.00,12.7,1022.30,0.00,10.00,M
CMI,2016-02-22 03:53,33.08,26.96,77.96,40.00,10.4,1022.30,0.00,10.00,M
CMI,2016-02-22 04:53,33.08,26.96,77.96,360.00,6.9,1022.40,0.00,10.00,M
CMI,2016-02-22 05:28,30.92,26.06,81.95,40.00,5.8,M,0.00,10.00,M
CMI,2016-02-22 05:53,30.02,24.98,81.27,40.00,4.6,1022.60,0.00,10.00,M
CMI,2016-02-22 06:36,28.94,24.98,84.93,360.00,5.8,M,0.00,10.00,M
CMI,2016-02-22 06:53,28.04,24.98,88.12,360.00,4.6,1022.70,0.00,10.00,M
CMI,2016-02-22 07:53,33.98,28.04,78.62,30.00,9.2,1022.00,0.00,10.00,M
CMI,2016-02-22 08:53,35.96,28.04,72.66,50.00,13.8,1021.90,0.00,10.00,M
CMI,2016-02-22 09:36,37.04,28.04,69.63,60.00,12.7,M,0.00,10.00,M
CMI,2016-02-22 09:53,37.94,28.04,67.21,30.00,11.5,1022.00,0.00,10.00,M
CMI,2016-02-22 10:53,42.08,30.02,62.04,70.00,9.2,1021.80,0.00,10.00,M
CMI,2016-02-22 11:00,41.00,28.94,61.89,70.00,8.1,M,0.00,10.00,M
CMI,2016-02-22 11:10,42.08,30.02,62.04,60.00,8.1,M,0.00,10.00,M
CMI,2016-02-22 11:53,42.98,30.02,59.93,40.00,6.9,1021.80,0.00,10.00,M
CMI,2016-02-22 12:53,44.06,30.92,59.64,M,4.6,1020.90,0.00,10.00,M
CMI,2016-02-22 13:20,44.96,30.92,57.63,40.00,8.1,M,0.00,10.00,M
CMI,2016-02-22 13:53,46.94,32.00,55.85,30.00,8.1,1019.60,0.00,10.00,M
CMI,2016-02-22 14:53,46.94,30.92,53.47,90.00,3.5,1019.20,0.00,10.00,M
CMI,2016-02-22 15:53,46.94,30.92,53.47,60.00,6.9,1018.60,0.00,10.00,M
CMI,2016-02-22 16:53,44.96,30.92,57.63,60.00,6.9,1018.40,0.00,10.00,M
CMI,2016-02-22 17:53,41.00,30.02,64.68,40.00,6.9,1019.00,0.00,10.00,M
CMI,2016-02-22 18:53,39.02,30.02,69.86,40.00,9.2,1019.20,0.00,10.00,M
CMI,2016-02-22 19:53,37.04,30.02,75.50,50.00,8.1,1019.40,0.00,10.00,M
CMI,2016-02-22 20:53,35.96,30.02,78.79,50.00,10.4,1019.30,0.00,10.00,M
CMI,2016-02-22 21:53,33.98,28.94,81.57,50.00,9.2,1019.10,0.00,10.00,M
CMI,2016-02-22 22:53,33.98,28.94,81.57,50.00,10.4,1019.00,0.00,10.00,M
CMI,2016-02-22 23:53,33.08,28.04,81.50,50.00,10.4,1018.90,0.00,10.00,M
CMI,2016-02-23 00:53,33.08,28.04,81.50,50.00,10.4,1018.80,0.00,10.00,M
CMI,2016-02-23 01:53,32.00,26.96,81.42,60.00,10.4,1018.20,0.00,10.00,M
CMI,2016-02-23 02:53,30.92,26.96,85.05,50.00,10.4,1017.50,0.00,10.00,M
CMI,2016-02-23 03:53,30.02,26.06,85.00,50.00,9.2,1017.60,0.00,10.00,M
CMI,2016-02-23 04:53,32.00,26.06,78.45,50.00,12.7,1017.10,0.00,10.00,M
CMI,2016-02-23 05:53,30.92,24.98,78.35,40.00,11.5,1018.10,0.00,10.00,M
CMI,2016-02-23 06:53,30.02,24.98,81.27,50.00,11.5,1018.40,0.00,10.00,M
CMI,2016-02-23 07:53,32.00,24.98,75.00,50.00,12.7,1019.00,0.00,10.00,M
CMI,2016-02-23 08:53,35.06,26.06,69.40,50.00,15.0,1018.80,0.00,10.00,M
CMI,2016-02-23 09:53,39.02,26.96,61.63,50.00,15.0,1018.10,0.00,10.00,M
CMI,2016-02-23 10:53,42.98,28.04,55.27,60.00,18.4,1017.70,0.00,10.00,M
CMI,2016-02-23 11:53,46.04,28.04,49.19,70.00,18.4,1017.20,0.00,10.00,M
CMI,2016-02-23 12:53,48.02,28.04,45.65,60.00,16.1,1015.70,0.00,10.00,M
CMI,2016-02-23 13:53,48.92,30.02,47.86,50.00,15.0,1014.70,0.00,10.00,M
CMI,2016-02-23 14:53,48.02,28.94,47.36,50.00,13.8,1014.60,0.00,10.00,M
CMI,2016-02-23 15:53,46.94,28.94,49.33,50.00,18.4,1013.70,0.00,10.00,M
CMI,2016-02-23 16:53,46.04,30.02,53.33,30.00,19.6,1013.10,0.00,10.00,M
CMI,2016-02-23 17:53,42.98,28.94,57.35,30.00,18.4,1012.90,0.00,10.00,M
CMI,2016-02-23 18:53,42.08,28.04,57.22,30.00,19.6,1013.10,0.00,10.00,M
CMI,2016-02-23 19:53,42.08,26.96,54.73,40.00,18.4,1012.70,0.00,10.00,M
CMI,2016-02-23 20:53,41.00,28.04,59.65,30.00,19.6,1012.80,0.00,10.00,M
CMI,2016-02-23 21:53,39.02,28.94,66.85,30.00,21.9,1011.30,0.00,10.00,M
CMI,2016-02-23 22:53,37.94,26.96,64.29,40.00,25.3,1009.50,0.00,10.00,M
CMI,2016-02-23 23:53,37.94,26.96,64.29,40.00,23.0,1007.90,0.00,10.00,M
CMI,2016-02-24 00:53,37.04,26.06,64.17,30.00,23.0,1006.60,0.00,10.00,M
CMI,2016-02-24 01:53,37.04,24.98,61.35,30.00,24.2,1004.60,0.00,10.00,M
CMI,2016-02-24 02:53,35.96,24.98,64.03,20.00,25.3,1003.00,0.00,10.00,M
CMI,2016-02-24 03:53,35.06,26.96,72.03,20.00,31.1,1001.50,0.01,8.00,-RA
CMI,2016-02-24 04:18,35.06,28.04,75.31,10.00,24.2,M,0.02,6.00,-FZRA
CMI,2016-02-24 04:53,35.06,28.04,75.31,10.00,28.8,1000.20,0.04,7.00,-FZRA
CMI,2016-02-24 05:15,35.06,28.94,78.13,20.00,25.3,M,0.00,8.00,-RA
CMI,2016-02-24 05:53,33.98,30.02,85.24,10.00,31.1,998.40,0.01,6.00,-SN BR
CMI,2016-02-24 06:49,33.80,30.20,86.49,10.00,29.9,M,0.02,5.00,-SN BR
CMI,2016-02-24 06:53,33.08,30.02,88.37,10.00,32.2,997.90,0.02,5.00,-SN BR
CMI,2016-02-24 07:05,33.08,30.02,88.37,10.00,32.2,M,0.00,2.00,-SN BR
CMI,2016-02-24 07:19,33.08,30.02,88.37,10.00,29.9,M,0.00,2.00,-SN BR
CMI,2016-02-24 07:29,33.08,30.02,88.37,10.00,28.8,M,0.00,2.00,-SN BR
CMI,2016-02-24 07:53,33.08,30.02,88.37,10.00,27.6,998.00,0.00,1.75,-SN BR
CMI,2016-02-24 08:13,33.08,30.02,88.37,360.00,31.1,M,0.01,0.75,-SN BR
CMI,2016-02-24 08:53,32.00,30.02,92.29,360.00,32.2,997.00,0.02,0.50,BLSN
CMI,2016-02-24 09:19,32.00,30.02,92.29,360.00,34.5,M,0.01,0.25,BLSN
CMI,2016-02-24 09:46,32.00,30.02,92.29,350.00,33.4,M,0.03,0.25,BLSN
CMI,2016-02-24 09:53,32.00,30.02,92.29,360.00,34.5,996.70,0.03,0.25,BLSN
CMI,2016-02-24 10:53,32.00,30.02,92.29,350.00,35.7,997.00,0.05,0.25,BLSN
CMI,2016-02-24 11:13,33.08,30.92,91.66,350.00,32.2,M,0.01,0.50,SN BLSN
CMI,2016-02-24 11:53,33.08,30.92,91.66,350.00,33.4,996.70,0.05,0.50,SN BLSN
CMI,2016-02-24 12:42,33.08,30.92,91.66,340.00,32.2,M,0.03,0.25,BLSN
CMI,2016-02-24 12:53,33.08,30.92,91.66,340.00,35.7,996.70,0.03,0.50,BLSN
CMI,2016-02-24 13:53,32.00,30.02,92.29,340.00,36.8,997.20,0.03,0.25,SN BLSN
CMI,2016-02-24 14:07,33.08,30.92,91.66,340.00,34.5,M,0.01,0.50,SN BLSN
CMI,2016-02-24 14:24,33.08,30.92,91.66,330.00,42.6,M,0.02,0.25,SN BLSN
CMI,2016-02-24 14:42,33.08,30.92,91.66,340.00,39.1,M,0.03,0.50,SN BLSN
CMI,2016-02-24 14:53,33.08,30.92,91.66,340.00,36.8,998.10,0.03,0.50,SN BLSN
CMI,2016-02-24 15:53,33.08,30.92,91.66,330.00,33.4,999.40,0.01,0.50,SN BLSN
CMI,2016-02-24 16:01,33.08,32.00,95.75,320.00,34.5,M,0.00,1.50,SN BLSN
CMI,2016-02-24 16:53,33.98,32.00,92.36,330.00,33.4,1000.90,0.00,1.50,SN BLSN
CMI,2016-02-24 17:53,33.98,33.08,96.46,330.00,35.7,1002.80,0.01,1.50,SN BLSN
CMI,2016-02-24 18:53,33.98,33.08,96.46,320.00,35.7,1004.00,0.00,1.50,SN BLSN
CMI,2016-02-24 19:48,33.80,32.00,93.03,320.00,31.1,M,0.01,3.00,-SN BLSN
CMI,2016-02-24 19:53,33.98,32.00,92.36,320.00,32.2,1005.20,0.01,3.00,-SN BLSN
CMI,2016-02-24 20:00,33.98,32.00,92.36,320.00,31.1,M,0.00,2.00,-SN BLSN
CMI,2016-02-24 20:09,33.98,32.00,92.36,320.00,32.2,M,0.00,1.75,-SN BLSN
CMI,2016-02-24 20:53,33.08,33.08,100.00,320.00,25.3,1006.10,0.00,1.25,-SN BLSN
CMI,2016-02-24 21:06,33.08,33.08,100.00,330.00,27.6,M,0.00,2.00,-SN BLSN
CMI,2016-02-24 21:13,33.08,33.08,100.00,320.00,26.5,M,0.00,2.00,-SN BLSN
CMI,2016-02-24 21:22,33.08,33.08,100.00,320.00,28.8,M,0.00,4.00,-SN BR
CMI,2016-02-24 21:53,33.98,33.08,96.46,330.00,27.6,1006.80,0.00,9.00,-SN
CMI,2016-02-24 22:53,33.98,28.94,81.57,320.00,23.0,1007.40,0.00,10.00,M
CMI,2016-02-24 23:53,33.98,28.94,81.57,300.00,19.6,1008.10,0.00,10.00,M
CMI,2016-02-25 00:53,33.98,28.94,81.57,300.00,18.4,1008.50,0.00,10.00,M
CMI,2016-02-25 01:53,33.08,28.94,84.56,300.00,18.4,1008.80,0.00,10.00,M
CMI,2016-02-25 02:53,32.00,28.04,85.12,300.00,13.8,1009.40,0.00,10.00,M
CMI,2016-02-25 03:53,32.00,28.04,85.12,290.00,13.8,1009.90,0.00,10.00,M
CMI,2016-02-25 04:53,33.08,28.94,84.56,290.00,13.8,1010.60,0.00,10.00,M
CMI,2016-02-25 05:53,33.08,28.04,81.50,300.00,15.0,1011.40,0.00,10.00,M
CMI,2016-02-25 06:15,33.98,28.04,78.62,300.00,15.0,M,0.00,10.00,M
CMI,2016-02-25 06:28,33.08,28.04,81.50,300.00,13.8,M,0.00,10.00,M
CMI,2016-02-25 06:53,33.08,28.04,81.50,290.00,12.7,1012.30,0.00,10.00,M
CMI,2016-02-25 07:53,33.08,28.04,81.50,300.00,12.7,1013.30,0.00,10.00,M
CMI,2016-02-25 08:53,33.98,28.04,78.62,300.00,15.0,1014.10,0.00,10.00,M
CMI,2016-02-25 09:53,33.98,28.04,78.62,310.00,20.7,1015.30,0.00,10.00,M
CMI,2016-02-25 10:31,33.98,28.94,81.57,320.00,20.7,M,0.00,6.00,-SN
CMI,2016-02-25 10:53,33.98,26.96,75.20,320.00,21.9,1016.20,0.00,10.00,-SN
CMI,2016-02-25 11:53,35.06,28.04,75.31,310.00,17.3,1016.90,0.00,10.00,M
CMI,2016-02-25 12:10,35.06,26.96,72.03,320.00,20.7,M,0.00,10.00,-RA
CMI,2016-02-25 12:50,35.60,26.60,69.46,310.00,19.6,M,0.00,10.00,M
CMI,2016-02-25 12:53,35.06,26.06,69.40,320.00,17.3,1017.40,0.00,10.00,M
CMI,2016-02-25 13:53,35.06,26.06,69.40,320.00,19.6,1018.10,0.00,10.00,M
CMI,2016-02-25 14:53,35.96,26.06,66.97,310.00,16.1,1018.80,0.00,10.00,M
CMI,2016-02-25 15:53,35.96,26.06,66.97,310.00,13.8,1019.40,0.00,10.00,M
CMI,2016-02-25 16:53,35.96,26.96,69.51,320.00,11.5,1020.00,0.00,10.00,M
CMI,2016-02-25 17:53,35.06,28.04,75.31,310.00,6.9,1020.90,0.00,10.00,M
CMI,2016-02-25 18:53,35.06,26.96,72.03,330.00,12.7,1021.50,0.00,10.00,M
CMI,2016-02-25 19:53,33.98,28.04,78.62,330.00,9.2,1022.00,0.00,10.00,M
CMI,2016-02-25 20:53,33.98,28.04,78.62,320.00,9.2,1022.50,0.00,10.00,M
CMI,2016-02-25 21:53,33.98,26.06,72.45,320.00,11.5,1023.10,0.00,10.00,M
CMI,2016-02-25 22:53,33.08,26.06,75.11,310.00,9.2,1023.40,0.00,10.00,M
CMI,2016-02-25 23:53,33.08,24.98,71.82,310.00,10.4,1023.40,0.00,10.00,M
CMI,2016-02-26 00:53,33.08,26.96,77.96,290.00,10.4,1023.90,0.00,10.00,M
CMI,2016-02-26 01:53,32.00,26.06,78.45,300.00,12.7,1024.20,0.00,10.00,M
CMI,2016-02-26 02:53,32.00,24.98,75.00,320.00,12.7,1024.30,0.00,10.00,M
CMI,2016-02-26 03:53,28.94,24.98,84.93,300.00,9.2,1024.50,0.00,10.00,M
CMI,2016-02-26 04:53,28.04,24.08,84.87,300.00,8.1,1025.10,0.00,10.00,M
CMI,2016-02-26 05:53,26.06,23.00,88.01,290.00,6.9,1025.60,0.00,10.00,M
CMI,2016-02-26 06:53,24.98,21.92,87.96,270.00,5.8,1026.10,0.00,10.00,M
CMI,2016-02-26 07:53,28.94,24.98,84.93,280.00,9.2,1026.80,0.00,10.00,M
CMI,2016-02-26 08:53,30.92,24.08,75.46,310.00,9.2,1027.20,0.00,10.00,M
CMI,2016-02-26 09:53,32.00,24.08,72.24,320.00,6.9,1027.30,0.00,10.00,M
CMI,2016-02-26 10:53,33.98,21.92,60.93,300.00,8.1,1027.20,0.00,10.00,M
CMI,2016-02-26 11:53,33.98,21.02,58.66,300.00,5.8,1026.60,0.00,10.00,M
CMI,2016-02-26 12:53,33.98,21.92,60.93,270.00,12.7,1025.80,0.00,10.00,M
CMI,2016-02-26 13:53,33.98,24.08,66.72,270.00,11.5,1025.20,0.00,10.00,M
CMI,2016-02-26 14:50,33.80,24.80,69.25,270.00,12.7,M,0.00,10.00,M
CMI,2016-02-26 14:53,33.08,24.08,69.17,280.00,16.1,1024.80,0.00,10.00,M
CMI,2016-02-26 15:53,33.08,24.98,71.82,270.00,12.7,1024.50,0.00,10.00,M
CMI,2016-02-26 16:53,32.00,24.08,72.24,270.00,13.8,1024.30,0.00,10.00,M
CMI,2016-02-26 17:53,30.92,24.08,75.46,260.00,11.5,1024.50,0.00,10.00,M
CMI,2016-02-26 18:53,30.92,24.08,75.46,270.00,8.1,1024.30,0.00,10.00,M
CMI,2016-02-26 19:27,28.94,24.08,81.80,260.00,3.5,M,0.00,10.00,M
CMI,2016-02-26 19:53,26.96,24.08,88.73,220.00,4.6,1024.10,0.00,10.00,M
CMI,2016-02-26 20:53,26.06,23.00,88.01,200.00,5.8,1023.80,0.00,10.00,M
CMI,2016-02-26 21:53,26.96,24.08,88.73,200.00,6.9,1023.60,0.00,10.00,M
CMI,2016-02-26 22:53,26.06,21.92,84.10,190.00,5.8,1023.20,0.00,10.00,M
CMI,2016-02-26 23:53,24.98,21.92,87.96,180.00,6.9,1022.70,0.00,10.00,M
CMI,2016-02-27 00:53,26.06,23.00,88.01,190.00,8.1,1022.30,0.00,10.00,M
CMI,2016-02-27 01:53,26.06,23.00,88.01,190.00,8.1,1021.90,0.00,10.00,M
CMI,2016-02-27 02:53,26.06,23.00,88.01,190.00,9.2,1021.00,0.00,10.00,M
CMI,2016-02-27 03:53,26.96,23.00,84.80,190.00,10.4,1020.10,0.00,8.00,M
CMI,2016-02-27 04:53,26.06,23.00,88.01,180.00,5.8,1020.50,0.00,7.00,M
CMI,2016-02-27 05:53,26.06,23.00,88.01,180.00,8.1,1020.30,0.00,7.00,M
CMI,2016-02-27 06:53,28.04,24.98,88.12,180.00,11.5,1019.80,0.00,5.00,BR
CMI,2016-02-27 07:53,30.92,28.04,88.92,190.00,16.1,1019.60,0.00,5.00,BR
CMI,2016-02-27 08:53,35.06,30.92,84.69,190.00,15.0,1019.60,0.00,6.00,BR
CMI,2016-02-27 09:53,39.02,32.00,75.69,200.00,16.1,1018.90,0.00,10.00,M
CMI,2016-02-27 10:53,42.98,33.98,70.30,200.00,15.0,1018.30,0.00,10.00,M
CMI,2016-02-27 11:53,44.96,35.06,68.05,210.00,15.0,1018.40,0.00,10.00,M
CMI,2016-02-27 12:53,48.92,35.06,58.61,230.00,18.4,1017.00,0.00,10.00,M
CMI,2016-02-27 13:53,51.98,37.04,56.58,230.00,18.4,1016.00,0.00,10.00,M
CMI,2016-02-27 14:53,53.06,35.06,50.28,230.00,19.6,1015.30,0.00,10.00,M
CMI,2016-02-27 15:53,53.06,35.96,52.11,210.00,18.4,1014.90,0.00,10.00,M
CMI,2016-02-27 16:53,51.08,35.96,56.05,210.00,16.1,1014.60,0.00,10.00,M
CMI,2016-02-27 17:53,44.06,37.04,76.16,180.00,10.4,1014.40,0.00,10.00,M
CMI,2016-02-27 18:53,44.06,37.04,76.16,180.00,13.8,1014.00,0.00,10.00,M
CMI,2016-02-27 19:53,44.06,35.06,70.42,180.00,16.1,1013.40,0.00,10.00,M
CMI,2016-02-27 20:53,42.08,33.98,72.78,180.00,15.0,1013.40,0.00,10.00,M
CMI,2016-02-27 21:53,42.08,33.98,72.78,190.00,13.8,1012.90,0.00,10.00,M
CMI,2016-02-27 22:53,41.00,33.98,75.88,190.00,15.0,1012.40,0.00,10.00,M
CMI,2016-02-27 23:53,39.92,33.98,79.12,190.00,12.7,1011.80,0.00,10.00,M
CMI,2016-02-28 00:53,39.02,35.06,85.55,190.00,13.8,1011.00,0.00,10.00,M
CMI,2016-02-28 01:53,41.00,35.06,79.21,190.00,17.3,1010.40,0.00,10.00,M
CMI,2016-02-28 02:53,41.00,35.06,79.21,190.00,15.0,1009.50,0.00,10.00,M
CMI,2016-02-28 03:53,42.98,35.96,76.06,190.00,17.3,1009.10,0.00,10.00,M
CMI,2016-02-28 04:53,42.98,35.96,76.06,190.00,17.3,1008.90,0.00,10.00,M
CMI,2016-02-28 05:53,41.00,35.96,82.09,180.00,16.1,1008.50,0.00,10.00,M
CMI,2016-02-28 06:53,42.08,35.96,78.74,190.00,18.4,1007.80,0.00,10.00,M
CMI,2016-02-28 07:53,44.96,37.94,76.25,180.00,20.7,1007.30,0.00,10.00,M
CMI,2016-02-28 08:53,51.98,41.00,66.04,190.00,27.6,1006.80,0.00,10.00,M
