station,valid, tmpf ,  dwpf ,  relh ,  drct ,  sped ,  mslp ,  p01i ,  vsby ,  presentwx
CMI,2016-06-23 09:53,86.00,75.92,71.98,310.00,11.5,1010.70,0.00,10.00,M
CMI,2016-06-23 10:53,87.08,75.02,67.48,310.00,12.7,1011.20,0.00,10.00,M
CMI,2016-06-23 11:53,86.00,73.94,67.36,300.00,11.5,1011.20,0.00,10.00,M
CMI,2016-06-23 12:53,87.98,73.04,61.36,290.00,15.0,1011.00,0.00,10.00,M
CMI,2016-06-23 13:53,89.06,71.06,55.46,270.00,19.6,1011.00,0.00,10.00,M
CMI,2016-06-23 14:53,87.98,66.02,48.26,300.00,16.1,1011.40,0.00,10.00,M
CMI,2016-06-23 15:53,87.08,62.06,43.23,280.00,16.1,1011.60,0.00,10.00,M
CMI,2016-06-23 16:53,86.00,64.04,47.97,280.00,12.7,1011.50,0.00,10.00,M
CMI,2016-06-23 17:53,82.94,69.08,63.03,330.00,12.7,1011.60,0.00,10.00,M
CMI,2016-06-23 18:53,80.96,66.92,62.40,330.00,12.7,1011.90,0.00,10.00,M
CMI,2016-06-23 19:53,78.98,66.92,66.58,330.00,10.4,1012.40,0.00,10.00,M
CMI,2016-06-23 20:53,73.04,66.92,81.14,320.00,6.9,1012.50,0.00,10.00,M
CMI,2016-06-23 21:53,73.04,64.94,75.75,340.00,8.1,1013.30,0.00,10.00,M
CMI,2016-06-23 22:53,69.08,64.04,83.98,310.00,5.8,1013.80,0.00,10.00,M
CMI,2016-06-23 23:53,68.00,64.04,87.16,310.00,5.8,1014.30,0.00,10.00,M
CMI,2016-06-24 00:53,68.00,64.04,87.16,330.00,6.9,1014.80,0.00,10.00,M
CMI,2016-06-24 01:53,66.02,62.96,89.86,360.00,4.6,1014.50,0.00,10.00,M
CMI,2016-06-24 02:53,66.02,62.96,89.86,330.00,5.8,1014.60,0.00,6.00,BR
CMI,2016-06-24 03:53,66.02,64.04,93.33,350.00,5.8,1014.20,0.00,4.00,BR
CMI,2016-06-24 04:53,64.94,62.96,93.30,330.00,4.6,1015.20,0.00,4.00,BR
CMI,2016-06-24 05:53,64.04,60.98,89.78,360.00,6.9,1015.40,0.00,4.00,BR
CMI,2016-06-24 06:53,66.92,62.06,84.38,360.00,6.9,1016.10,0.00,7.00,M
CMI,2016-06-24 07:53,69.98,62.06,75.96,20.00,5.8,1016.80,0.00,9.00,M
CMI,2016-06-24 08:53,73.04,64.04,73.41,M,5.8,1017.40,0.00,10.00,M
CMI,2016-06-24 09:53,75.02,64.94,70.88,330.00,6.9,1017.70,0.00,10.00,M
CMI,2016-06-24 10:53,78.08,66.02,66.48,M,4.6,1018.10,0.00,10.00,M
CMI,2016-06-24 11:53,78.98,66.02,64.54,320.00,3.5,1018.10,0.00,10.00,M
CMI,2016-06-24 12:53,82.94,68.00,60.74,350.00,6.9,1017.90,0.00,10.00,M
CMI,2016-06-24 13:53,80.96,66.02,60.49,M,3.5,1018.10,0.00,10.00,M
CMI,2016-06-24 14:53,82.04,66.92,60.25,20.00,5.8,1017.90,0.00,10.00,M
CMI,2016-06-24 15:53,84.02,66.92,56.51,M,4.6,1017.50,0.00,10.00,M
CMI,2016-06-24 16:53,82.04,66.02,58.40,100.00,4.6,1017.20,0.00,10.00,M
CMI,2016-06-24 17:53,82.94,64.94,54.63,140.00,3.5,1017.20,0.00,10.00,M
CMI,2016-06-24 18:53,82.04,66.02,58.40,100.00,4.6,1017.10,0.00,10.00,M
CMI,2016-06-24 19:53,78.98,66.92,66.58,100.00,4.6,1016.90,0.00,10.00,M
CMI,2016-06-24 20:53,75.02,66.92,75.93,100.00,4.6,1016.90,0.00,10.00,M
CMI,2016-06-24 21:53,71.96,66.02,81.57,100.00,3.5,1017.50,0.00,10.00,M
CMI,2016-06-24 22:53,71.06,66.02,84.10,110.00,3.5,1017.80,0.00,10.00,M
CMI,2016-06-24 23:53,71.06,64.94,81.00,80.00,6.9,1018.10,0.00,10.00,M
CMI,2016-06-25 00:53,69.08,66.02,89.98,90.00,5.8,1018.00,0.00,10.00,M
CMI,2016-06-25 01:53,68.00,64.94,89.94,100.00,6.9,1018.00,0.00,8.00,M
CMI,2016-06-25 02:53,66.92,64.04,90.46,110.00,6.9,1017.90,0.00,8.00,M
CMI,2016-06-25 03:53,66.02,64.04,93.33,100.00,6.9,1017.90,0.00,8.00,M
CMI,2016-06-25 04:53,66.02,62.96,89.86,110.00,3.5,1018.20,0.00,7.00,M
CMI,2016-06-25 05:53,66.02,62.96,89.86,110.00,4.6,1018.50,0.00,5.00,BR
CMI,2016-06-25 06:53,69.08,66.02,89.98,120.00,5.8,1018.90,0.00,6.00,BR
CMI,2016-06-25 07:53,73.94,69.08,84.80,130.00,8.1,1019.00,0.00,10.00,M
CMI,2016-06-25 08:53,78.08,69.98,76.19,140.00,8.1,1019.40,0.00,10.00,M
CMI,2016-06-25 09:53,82.04,69.98,66.93,160.00,10.4,1019.30,0.00,10.00,M
CMI,2016-06-25 10:53,84.92,69.98,60.98,160.00,10.4,1018.70,0.00,10.00,M
CMI,2016-06-25 11:53,87.08,69.98,56.92,190.00,6.9,1018.40,0.00,10.00,M
CMI,2016-06-25 12:53,89.06,69.08,51.83,210.00,8.1,1017.90,0.00,10.00,M
CMI,2016-06-25 13:53,89.06,69.08,51.83,200.00,10.4,1017.60,0.00,10.00,M
CMI,2016-06-25 14:53,91.04,69.08,48.71,220.00,8.1,1017.30,0.00,10.00,M
CMI,2016-06-25 15:53,91.94,69.98,48.84,200.00,9.2,1016.80,0.00,10.00,M
CMI,2016-06-25 16:53,91.04,69.98,50.23,160.00,8.1,1016.30,0.00,10.00,M
CMI,2016-06-25 17:53,89.96,73.94,59.42,130.00,8.1,1016.30,0.00,10.00,M
CMI,2016-06-25 18:53,86.00,73.94,67.36,120.00,9.2,1016.40,0.00,10.00,M
CMI,2016-06-25 19:53,82.94,73.94,74.33,120.00,8.1,1016.10,0.00,10.00,M
CMI,2016-06-25 20:53,80.96,71.06,71.92,130.00,9.2,1016.20,0.00,10.00,M
CMI,2016-06-25 21:53,80.96,69.08,67.22,200.00,11.5,1016.40,0.00,10.00,M
CMI,2016-06-25 22:53,75.92,69.08,79.37,210.00,5.8,1016.60,0.00,10.00,M
CMI,2016-06-25 23:53,73.94,69.08,84.80,170.00,5.8,1016.60,0.00,10.00,M
CMI,2016-06-26 00:53,73.94,69.08,84.80,200.00,6.9,1016.80,0.00,10.00,M
CMI,2016-06-26 01:53,71.96,69.08,90.66,200.00,5.8,1016.70,0.00,9.00,M
CMI,2016-06-26 02:53,71.96,68.00,87.35,170.00,6.9,1016.30,0.00,10.00,M
CMI,2016-06-26 03:53,71.96,68.00,87.35,170.00,8.1,1016.10,0.00,10.00,M
CMI,2016-06-26 04:53,71.96,69.08,90.66,190.00,9.2,1016.20,0.00,10.00,M
CMI,2016-06-26 05:53,71.96,69.08,90.66,200.00,6.9,1016.60,0.00,7.00,M
CMI,2016-06-26 06:53,75.02,69.98,84.34,210.00,9.2,1017.00,0.00,9.00,M
CMI,2016-06-26 07:53,77.00,71.06,81.92,220.00,8.1,1017.50,0.00,10.00,M
CMI,2016-06-26 08:53,78.98,71.96,79.12,210.00,6.9,1017.40,0.00,10.00,M
CMI,2016-06-26 09:53,84.02,73.94,71.78,210.00,6.9,1017.00,0.00,10.00,M
CMI,2016-06-26 10:53,87.08,73.04,63.14,240.00,10.4,1017.10,0.00,10.00,M
CMI,2016-06-26 11:53,87.08,73.04,63.14,M,3.5,1016.60,0.00,10.00,M
CMI,2016-06-26 12:53,89.96,73.94,59.42,210.00,8.1,1016.20,0.00,10.00,M
CMI,2016-06-26 13:53,91.04,75.02,59.55,240.00,10.4,1015.70,0.00,10.00,M
CMI,2016-06-26 14:53,91.04,73.94,57.44,240.00,10.4,1015.10,0.00,10.00,M
CMI,2016-06-26 15:13,93.02,73.94,54.00,240.00,10.4,M,0.00,10.00,TS
CMI,2016-06-26 15:39,84.92,75.92,74.51,240.00,5.8,M,0.04,2.00,VCTS +RA
CMI,2016-06-26 15:53,80.96,71.96,74.15,220.00,28.8,1014.90,0.09,3.00,-TSRA
CMI,2016-06-26 16:08,78.08,73.04,84.53,210.00,11.5,M,0.01,6.00,-TSRA
CMI,2016-06-26 16:44,78.08,71.96,81.50,240.00,11.5,M,0.02,10.00,VCTS -RA
CMI,2016-06-26 16:53,78.08,73.04,84.53,230.00,10.4,1014.80,0.02,10.00,VCTS
CMI,2016-06-26 17:21,78.98,71.96,79.12,M,6.9,M,0.00,10.00,M
CMI,2016-06-26 17:33,78.08,73.04,84.53,M,3.5,M,0.05,2.00,-RA
CMI,2016-06-26 17:41,78.08,71.96,81.50,0.00,0.0,M,0.05,10.00,M
CMI,2016-06-26 17:53,78.08,71.96,81.50,0.00,0.0,1015.80,0.05,10.00,M
CMI,2016-06-26 18:26,77.00,73.04,87.60,180.00,3.5,M,0.00,10.00,VCTS
CMI,2016-06-26 18:41,77.00,73.04,87.60,230.00,3.5,M,0.00,10.00,M
CMI,2016-06-26 18:53,77.00,73.04,87.60,230.00,6.9,1016.40,0.00,10.00,M
CMI,2016-06-26 19:53,75.02,71.96,90.22,200.00,3.5,1016.70,0.00,10.00,M
CMI,2016-06-26 20:53,75.02,71.96,90.22,40.00,3.5,1016.70,0.00,10.00,M
CMI,2016-06-26 21:53,73.94,71.06,90.73,200.00,3.5,1017.20,0.00,10.00,M
CMI,2016-06-26 22:53,73.04,71.06,93.52,210.00,5.8,1017.80,0.00,10.00,M
CMI,2016-06-26 23:53,73.04,69.98,90.14,260.00,3.5,1017.60,0.00,5.00,BR
CMI,2016-06-27 00:53,71.96,71.06,96.99,0.00,0.0,1017.70,0.00,3.00,BR
CMI,2016-06-27 01:53,71.96,71.06,96.99,0.00,0.0,1017.50,0.00,3.00,BR
CMI,2016-06-27 02:04,71.96,69.98,93.49,0.00,0.0,M,0.00,2.50,BR
CMI,2016-06-27 02:11,71.96,69.98,93.49,260.00,3.5,M,0.00,4.00,BR
CMI,2016-06-27 02:39,71.06,69.98,96.39,0.00,0.0,M,0.00,1.50,BR
CMI,2016-06-27 02:53,71.06,69.98,96.39,0.00,0.0,1017.50,0.00,1.25,BR
CMI,2016-06-27 02:59,71.06,69.08,93.47,0.00,0.0,M,0.00,0.75,BR
CMI,2016-06-27 03:11,69.98,69.08,96.97,220.00,4.6,M,0.00,0.25,FG
CMI,2016-06-27 03:24,69.98,69.08,96.97,230.00,3.5,M,0.00,0.75,BR
CMI,2016-06-27 03:33,69.98,69.08,96.97,200.00,3.5,M,0.00,1.25,BR
CMI,2016-06-27 03:46,69.98,69.08,96.97,230.00,3.5,M,0.00,0.75,BR
CMI,2016-06-27 03:53,69.98,68.00,93.44,230.00,3.5,1018.00,0.00,2.00,BR
CMI,2016-06-27 04:01,69.98,69.08,96.97,250.00,3.5,M,0.00,3.00,BR
CMI,2016-06-27 04:53,69.08,68.00,96.36,260.00,4.6,1018.30,0.00,6.00,BR
CMI,2016-06-27 05:04,68.00,66.92,96.34,230.00,5.8,M,0.00,1.75,BR
CMI,2016-06-27 05:07,68.00,66.92,96.34,230.00,5.8,M,0.00,0.75,BR
CMI,2016-06-27 05:21,68.00,66.92,96.34,230.00,5.8,M,0.00,0.75,BR
CMI,2016-06-27 05:44,69.08,66.92,92.83,240.00,5.8,M,0.00,3.00,BR
CMI,2016-06-27 05:53,69.08,68.00,96.36,250.00,4.6,1018.60,0.00,4.00,BR
CMI,2016-06-27 06:53,71.06,68.00,90.06,260.00,3.5,1019.00,0.00,10.00,M
CMI,2016-06-27 07:53,75.92,68.00,76.48,310.00,5.8,1018.90,0.00,10.00,M
CMI,2016-06-27 08:53,80.06,69.08,69.23,300.00,4.6,1019.10,0.00,10.00,M
CMI,2016-06-27 09:53,82.04,68.00,62.53,280.00,6.9,1019.00,0.00,10.00,M
CMI,2016-06-27 10:53,84.92,66.92,54.90,250.00,5.8,1019.20,0.00,10.00,M
CMI,2016-06-27 11:53,87.08,66.92,51.24,290.00,9.2,1018.90,0.00,10.00,M
CMI,2016-06-27 12:53,87.08,66.02,49.66,290.00,8.1,1018.60,0.00,10.00,M
CMI,2016-06-27 13:53,87.98,66.92,49.79,320.00,11.5,1018.30,0.00,10.00,M
CMI,2016-06-27 14:53,87.98,64.94,46.48,300.00,10.4,1017.60,0.00,10.00,M
CMI,2016-06-27 15:53,89.06,66.02,46.64,310.00,10.4,1017.00,0.00,10.00,M
CMI,2016-06-27 16:53,87.98,66.02,48.26,270.00,12.7,1016.80,0.00,10.00,M
CMI,2016-06-27 17:53,87.08,64.94,47.83,280.00,13.8,1016.70,0.00,10.00,M
CMI,2016-06-27 18:53,84.92,66.92,54.90,280.00,6.9,1017.20,0.00,10.00,M
CMI,2016-06-27 19:53,78.98,68.00,69.11,260.00,5.8,1017.00,0.00,10.00,M
CMI,2016-06-27 20:53,73.94,66.02,76.31,280.00,4.6,1017.10,0.00,10.00,M
CMI,2016-06-27 21:53,71.06,64.94,81.00,320.00,8.1,1017.60,0.00,10.00,M
CMI,2016-06-27 22:53,71.06,64.94,81.00,310.00,5.8,1017.60,0.00,10.00,M
CMI,2016-06-27 23:53,69.08,64.04,83.98,300.00,5.8,1017.70,0.00,10.00,M
CMI,2016-06-28 00:53,66.92,62.96,87.10,0.00,0.0,1017.70,0.00,10.00,M
CMI,2016-06-28 01:53,69.08,62.96,80.86,340.00,8.1,1017.40,0.00,10.00,M
CMI,2016-06-28 02:53,66.92,62.06,84.38,360.00,6.9,1017.50,0.00,10.00,M
CMI,2016-06-28 03:53,64.04,62.06,93.28,0.00,0.0,1018.00,0.00,10.00,M
CMI,2016-06-28 04:53,64.04,60.98,89.78,0.00,0.0,1018.50,0.00,10.00,M
CMI,2016-06-28 05:53,62.96,59.00,86.90,10.00,6.9,1018.80,0.00,10.00,M
CMI,2016-06-28 06:53,69.08,60.08,73.02,30.00,9.2,1019.00,0.00,10.00,M
CMI,2016-06-28 07:53,71.06,60.08,68.25,20.00,9.2,1019.60,0.00,10.00,M
CMI,2016-06-28 08:53,73.04,60.98,65.90,20.00,9.2,1019.80,0.00,10.00,M
CMI,2016-06-28 09:53,75.02,62.96,66.13,30.00,9.2,1020.20,0.00,10.00,M
CMI,2016-06-28 10:53,75.02,62.06,64.07,340.00,5.8,1020.10,0.00,10.00,M
CMI,2016-06-28 11:21,75.92,62.96,64.17,10.00,6.9,M,0.00,10.00,M
CMI,2016-06-28 11:53,77.00,62.96,61.91,360.00,8.1,1020.00,0.00,10.00,M
CMI,2016-06-28 12:53,75.92,62.06,62.17,10.00,6.9,1020.10,0.00,10.00,M
CMI,2016-06-28 13:53,77.00,60.98,57.73,20.00,11.5,1020.00,0.00,10.00,M
CMI,2016-06-28 14:53,78.08,60.98,55.70,20.00,11.5,1019.50,0.00,10.00,M
CMI,2016-06-28 15:53,78.08,60.98,55.70,330.00,11.5,1019.30,0.00,10.00,M
CMI,2016-06-28 16:53,78.08,57.92,49.94,360.00,13.8,1019.10,0.00,10.00,M
CMI,2016-06-28 17:53,73.94,57.92,57.32,360.00,15.0,1019.00,0.00,10.00,M
CMI,2016-06-28 18:53,73.94,57.92,57.32,10.00,16.1,1018.60,0.00,10.00,M
CMI,2016-06-28 19:53,69.98,57.02,63.45,40.00,15.0,1018.70,0.00,10.00,M
CMI,2016-06-28 20:53,66.92,55.94,67.79,40.00,12.7,1018.90,0.00,10.00,M
CMI,2016-06-28 21:53,62.96,51.98,67.34,50.00,13.8,1019.60,0.00,10.00,M
CMI,2016-06-28 22:53,59.00,50.00,72.01,70.00,8.1,1020.10,0.00,10.00,M
CMI,2016-06-28 23:53,57.02,50.00,77.32,60.00,6.9,1020.30,0.00,10.00,M
CMI,2016-06-29 00:53,53.96,50.00,86.41,80.00,3.5,1020.30,0.00,10.00,M
CMI,2016-06-29 01:53,53.06,48.92,85.78,240.00,4.6,1020.60,0.00,10.00,M
CMI,2016-06-29 02:53,51.98,48.02,86.30,300.00,5.8,1020.70,0.00,10.00,M
CMI,2016-06-29 03:53,51.08,46.94,85.67,360.00,5.8,1019.90,0.00,10.00,M
CMI,2016-06-29 04:53,51.98,48.02,86.30,360.00,4.6,1019.80,0.00,10.00,M
CMI,2016-06-29 05:53,50.00,46.94,89.17,330.00,3.5,1020.30,0.00,10.00,M
CMI,2016-06-29 06:53,57.02,51.08,80.49,0.00,0.0,1020.90,0.00,10.00,M
CMI,2016-06-29 07:53,62.06,51.98,69.51,360.00,6.9,1021.00,0.00,10.00,M
CMI,2016-06-29 08:53,66.02,51.98,60.51,50.00,10.4,1020.80,0.00,10.00,M
CMI,2016-06-29 09:53,69.08,51.08,52.67,40.00,8.1,1021.00,0.00,10.00,M
CMI,2016-06-29 10:53,71.06,51.98,50.89,10.00,12.7,1021.10,0.00,10.00,M
CMI,2016-06-29 11:53,71.96,51.98,49.36,30.00,10.4,1020.70,0.00,10.00,M
CMI,2016-06-29 12:53,73.04,50.00,44.23,M,3.5,1020.40,0.00,10.00,M
CMI,2016-06-29 13:53,75.02,50.00,41.38,M,3.5,1020.10,0.00,10.00,M
CMI,2016-06-29 14:53,75.02,51.08,43.08,280.00,6.9,1019.60,0.00,10.00,M
CMI,2016-06-29 15:53,77.00,48.02,35.98,0.00,0.0,1019.10,0.00,10.00,M
CMI,2016-06-29 16:53,78.08,48.02,34.72,0.00,0.0,1018.70,0.00,10.00,M
CMI,2016-06-29 17:53,75.92,51.08,41.80,80.00,5.8,1018.20,0.00,10.00,M
CMI,2016-06-29 18:53,73.94,51.98,46.17,120.00,3.5,1017.80,0.00,10.00,M
CMI,2016-06-29 19:53,69.98,57.92,65.54,170.00,3.5,1018.30,0.00,10.00,M
CMI,2016-06-29 20:53,68.00,51.98,56.51,0.00,0.0,1017.90,0.00,10.00,M
CMI,2016-06-29 21:53,62.96,53.06,70.07,0.00,0.0,1018.60,0.00,10.00,M
CMI,2016-06-29 22:53,62.06,51.98,69.51,0.00,0.0,1018.30,0.00,10.00,M
CMI,2016-06-29 23:53,60.98,53.96,77.66,0.00,0.0,1018.50,0.00,10.00,M
CMI,2016-06-30 00:53,60.98,53.06,75.14,0.00,0.0,1018.40,0.00,10.00,M
CMI,2016-06-30 01:53,60.08,50.00,69.29,0.00,0.0,1018.30,0.00,10.00,M
CMI,2016-06-30 02:53,59.00,50.00,72.01,0.00,0.0,1017.90,0.00,10.00,M
CMI,2016-06-30 03:53,55.94,51.08,83.69,110.00,3.5,1017.70,0.00,10.00,M
CMI,2016-06-30 04:53,53.96,51.08,89.95,80.00,4.6,1017.80,0.00,10.00,M
CMI,2016-06-30 05:53,55.04,51.08,86.47,120.00,5.8,1017.30,0.00,10.00,M
CMI,2016-06-30 06:53,62.06,53.96,74.75,140.00,5.8,1017.70,0.00,10.00,M
CMI,2016-06-30 07:53,66.92,57.02,70.49,140.00,4.6,1017.90,0.00,10.00,M
CMI,2016-06-30 08:53,71.96,55.04,55.22,160.00,8.1,1017.70,0.00,10.00,M
CMI,2016-06-30 09:53,73.94,55.94,53.37,160.00,10.4,1017.50,0.00,10.00,M
CMI,2016-06-30 10:53,75.92,55.04,48.34,180.00,8.1,1017.50,0.00,10.00,M
CMI,2016-06-30 11:53,75.92,57.02,51.94,240.00,8.1,1017.10,0.00,10.00,M
CMI,2016-06-30 12:53,75.92,57.92,53.65,220.00,10.4,1016.50,0.00,10.00,M
CMI,2016-06-30 13:53,75.92,57.02,51.94,200.00,6.9,1016.00,0.00,10.00,M
CMI,2016-06-30 14:53,78.08,57.92,49.94,210.00,11.5,1015.70,0.00,10.00,M
CMI,2016-06-30 15:53,77.00,59.00,53.80,210.00,9.2,1015.00,0.00,10.00,M
CMI,2016-06-30 16:53,78.08,59.00,51.91,200.00,8.1,1014.30,0.00,10.00,M
CMI,2016-06-30 17:53,78.08,60.08,53.95,170.00,10.4,1013.30,0.00,10.00,M
CMI,2016-06-30 18:53,75.92,62.06,62.17,200.00,11.5,1013.50,0.00,10.00,M
CMI,2016-06-30 19:53,73.04,64.04,73.41,210.00,3.5,1013.70,0.00,10.00,M
CMI,2016-06-30 20:53,73.04,64.94,75.75,190.00,3.5,1013.40,0.00,10.00,M
CMI,2016-06-30 21:53,71.06,64.04,78.49,180.00,4.6,1013.30,0.00,10.00,M
CMI,2016-06-30 22:53,71.06,64.04,78.49,190.00,4.6,1013.20,0.00,10.00,M
CMI,2016-06-30 23:53,68.00,64.04,87.16,190.00,4.6,1013.20,0.00,10.00,M
CMI,2016-07-01 00:53,69.08,64.04,83.98,220.00,6.9,1012.60,0.00,10.00,M
CMI,2016-07-01 01:53,68.00,64.04,87.16,210.00,4.6,1012.70,0.00,10.00,M
CMI,2016-07-01 02:46,68.00,64.04,87.16,220.00,3.5,M,0.00,10.00,VCTS
CMI,2016-07-01 02:53,68.00,64.04,87.16,250.00,3.5,1012.40,0.00,10.00,VCTS -RA
CMI,2016-07-01 03:07,68.00,64.94,89.94,M,M,M,0.00,9.00,-TSRA
CMI,2016-07-01 03:16,68.00,64.94,89.94,300.00,9.2,M,0.00,6.00,VCTS -RA BR
CMI,2016-07-01 03:22,68.00,64.94,89.94,330.00,6.9,M,0.03,4.00,+TSRA BR
CMI,2016-07-01 03:38,68.00,66.02,93.38,0.00,0.0,M,0.03,6.00,VCTS -RA BR
CMI,2016-07-01 03:45,68.00,64.94,89.94,350.00,3.5,M,0.03,6.00,BR
CMI,2016-07-01 03:53,68.00,66.02,93.38,340.00,3.5,1012.80,0.03,6.00,BR
CMI,2016-07-01 04:12,68.00,66.02,93.38,350.00,4.6,M,0.00,6.00,BR
CMI,2016-07-01 04:36,68.00,66.02,93.38,320.00,6.9,M,0.00,7.00,M
CMI,2016-07-01 04:53,68.00,66.02,93.38,320.00,4.6,1013.50,0.00,7.00,M
CMI,2016-07-01 05:53,66.92,64.94,93.35,350.00,12.7,1014.00,0.00,4.00,BR
CMI,2016-07-01 06:53,66.92,62.96,87.10,360.00,11.5,1015.00,0.00,7.00,M
CMI,2016-07-01 07:53,68.00,62.06,81.29,360.00,13.8,1015.60,0.00,10.00,M
CMI,2016-07-01 08:53,69.08,62.06,78.33,360.00,17.3,1016.20,0.00,10.00,M
CMI,2016-07-01 09:53,69.08,60.98,75.40,360.00,10.4,1017.10,0.00,10.00,M
CMI,2016-07-01 10:53,73.04,62.06,68.47,360.00,11.5,1017.90,0.00,10.00,M
CMI,2016-07-01 11:27,73.94,60.08,61.92,10.00,15.0,M,0.00,10.00,M
CMI,2016-07-01 11:53,75.02,60.98,61.66,10.00,10.4,1018.10,0.00,10.00,M
CMI,2016-07-01 12:53,75.92,59.00,55.77,10.00,8.1,1018.00,0.00,10.00,M
CMI,2016-07-01 13:53,77.00,57.02,50.11,340.00,10.4,1018.30,0.00,10.00,M
CMI,2016-07-01 14:53,78.08,55.94,46.49,360.00,9.2,1018.30,0.00,10.00,M
CMI,2016-07-01 15:53,78.98,57.02,46.93,330.00,11.5,1018.30,0.00,10.00,M
CMI,2016-07-01 16:53,77.00,55.04,46.64,340.00,10.4,1018.30,0.00,10.00,M
CMI,2016-07-01 17:53,73.94,55.04,51.65,10.00,9.2,1018.30,0.00,10.00,M
CMI,2016-07-01 18:53,75.02,51.08,43.08,360.00,4.6,1018.40,0.00,10.00,M
CMI,2016-07-01 19:53,71.96,57.02,59.32,50.00,8.1,1018.60,0.00,10.00,M
CMI,2016-07-01 20:53,64.94,57.92,77.99,70.00,6.9,1019.40,0.00,10.00,M
CMI,2016-07-01 21:53,64.04,55.94,74.94,50.00,8.1,1019.90,0.00,10.00,M
CMI,2016-07-01 22:53,60.98,53.96,77.66,60.00,6.9,1020.20,0.00,10.00,M
CMI,2016-07-01 23:53,60.98,53.96,77.66,50.00,10.4,1021.00,0.00,10.00,M
CMI,2016-07-02 00:53,60.08,53.06,77.59,60.00,10.4,1021.00,0.00,10.00,M
CMI,2016-07-02 01:53,59.00,48.92,69.17,50.00,11.5,1020.20,0.00,10.00,M
CMI,2016-07-02 02:53,57.02,48.02,71.81,60.00,8.1,1020.40,0.00,10.00,M
CMI,2016-07-02 03:53,53.96,48.02,80.25,60.00,5.8,1020.50,0.00,10.00,M
CMI,2016-07-02 04:53,53.96,48.92,83.00,70.00,5.8,1020.50,0.00,10.00,M
CMI,2016-07-02 05:53,51.98,48.02,86.30,0.00,0.0,1021.50,0.00,10.00,M
CMI,2016-07-02 06:53,57.02,50.00,77.32,70.00,6.9,1021.30,0.00,10.00,M
CMI,2016-07-02 07:53,57.92,51.98,80.55,90.00,4.6,1021.80,0.00,10.00,M
CMI,2016-07-02 08:53,60.08,53.06,77.59,90.00,8.1,1021.50,0.00,10.00,M
CMI,2016-07-02 09:53,62.06,53.96,74.75,80.00,8.1,1021.00,0.00,10.00,M
CMI,2016-07-02 10:53,62.96,53.96,72.42,100.00,6.9,1021.30,0.00,10.00,M
CMI,2016-07-02 11:53,64.04,53.96,69.72,30.00,3.5,1021.90,0.00,10.00,M
CMI,2016-07-02 12:53,62.96,53.06,70.07,90.00,5.8,1021.60,0.00,10.00,M
CMI,2016-07-02 13:53,64.04,53.96,69.72,100.00,4.6,1021.50,0.00,10.00,M
CMI,2016-07-02 14:53,64.94,53.06,65.37,120.00,4.6,1021.20,0.00,10.00,-RA
CMI,2016-07-02 15:53,64.04,53.06,67.46,80.00,3.5,1020.90,0.00,10.00,M
CMI,2016-07-02 16:53,64.94,55.04,70.28,150.00,6.9,1020.00,0.00,10.00,M
CMI,2016-07-02 17:53,64.04,53.96,69.72,140.00,4.6,1020.50,0.00,9.00,M
CMI,2016-07-02 18:53,64.04,55.94,74.94,110.00,3.5,1020.30,0.00,10.00,M
CMI,2016-07-02 19:53,64.04,57.02,77.92,0.00,0.0,1020.60,0.00,10.00,M
CMI,2016-07-02 20:53,62.96,57.02,80.93,140.00,4.6,1019.90,0.00,10.00,M
CMI,2016-07-02 21:53,62.06,57.02,83.54,0.00,0.0,1020.10,0.00,10.00,M
CMI,2016-07-02 22:53,60.98,57.02,86.79,70.00,4.6,1019.60,0.00,10.00,M
CMI,2016-07-02 23:53,62.06,57.02,83.54,50.00,6.9,1018.90,0.00,10.00,M
CMI,2016-07-03 00:53,60.98,57.02,86.79,110.00,4.6,1019.00,0.00,10.00,M
CMI,2016-07-03 01:53,60.98,57.92,89.65,130.00,3.5,1018.50,0.00,10.00,-RA
CMI,2016-07-03 02:53,62.06,57.92,86.29,0.00,0.0,1018.90,0.00,10.00,M
CMI,2016-07-03 03:53,60.08,53.96,80.19,160.00,8.1,1018.00,0.01,10.00,M
CMI,2016-07-03 04:53,59.00,53.96,83.34,180.00,4.6,1018.30,0.00,10.00,-RA
CMI,2016-07-03 05:53,57.92,55.04,90.11,120.00,4.6,1018.40,0.04,6.00,RA BR
CMI,2016-07-03 06:53,57.92,55.94,93.10,90.00,6.9,1018.70,0.14,2.00,+RA BR
CMI,2016-07-03 07:26,59.00,57.02,93.13,80.00,9.2,M,0.06,5.00,-RA BR
CMI,2016-07-03 07:53,59.00,57.02,93.13,70.00,10.4,1018.60,0.08,5.00,-RA BR
CMI,2016-07-03 08:53,60.08,57.92,92.56,90.00,13.8,1018.10,0.02,7.00,-RA
CMI,2016-07-03 09:53,60.98,59.00,93.19,90.00,11.5,1017.50,0.04,10.00,-RA
CMI,2016-07-03 10:53,62.06,60.08,93.22,100.00,11.5,1017.50,0.01,4.00,-RA BR
CMI,2016-07-03 11:53,62.06,60.08,93.22,90.00,10.4,1017.30,0.01,3.00,-RA BR
CMI,2016-07-03 12:53,62.96,60.98,93.25,90.00,8.1,1017.40,0.04,5.00,RA BR
CMI,2016-07-03 13:53,64.04,62.06,93.28,80.00,9.2,1016.70,0.05,5.00,-RA BR
